
-------------------------------
number of philos 5
[862]: 3 is thinking
[862]: 3 is sleeping
[862]: 4 is thinking
[862]: 4 is sleeping
[862]: 5 is thinking
[862]: 5 is sleeping
[863]: 1 is thinking
[863]: 1 is sleeping
[863]: 2 is thinking
[863]: 2 is sleeping
[863]: 3 is thinking
[863]: 3 is sleeping
[863]: 4 is thinking
[863]: 4 is sleeping
[864]: 5 is thinking
[864]: 5 is sleeping
[864]: 1 is thinking
[864]: 1 is sleeping
[864]: 2 is thinking
[864]: 2 is sleeping
[864]: 3 is thinking
[864]: 3 is sleeping
[865]: 4 is thinking
[865]: 4 is sleeping
[865]: 5 is thinking
[865]: 5 is sleeping
[865]: 1 is thinking
[865]: 1 is sleeping
[866]: 2 is thinking
[866]: 2 is sleeping
[866]: 3 is thinking
[866]: 3 is sleeping
[866]: 4 is thinking
[866]: 4 is sleeping
[866]: 5 is thinking
[866]: 5 is sleeping
[867]: 1 is thinking
[867]: 1 is sleeping
[867]: 2 is thinking
[867]: 2 is sleeping
[867]: 3 is thinking
[867]: 3 is sleeping
[867]: 4 is thinking
[867]: 4 is sleeping
[868]: 5 is thinking
[868]: 5 is sleeping
[868]: 1 is thinking
[868]: 1 is sleeping
[868]: 2 is thinking
[868]: 2 is sleeping
[868]: 3 is thinking
[868]: 3 is sleeping
[869]: 4 is thinking
[869]: 4 is sleeping
[869]: 5 is thinking
[869]: 5 is sleeping
[869]: 1 is thinking
[869]: 1 is sleeping
[869]: 2 is thinking
[869]: 2 is sleeping
[870]: 3 is thinking
[870]: 3 is sleeping
[870]: 4 is thinking
[870]: 4 is sleeping
[870]: 5 is thinking
[870]: 5 is sleeping
[870]: 1 is thinking
[870]: 1 is sleeping
[871]: 2 is thinking
[871]: 2 is sleeping
[871]: 3 is thinking
[871]: 3 is sleeping
[871]: 4 is thinking
[871]: 4 is sleeping
[871]: 5 is thinking
[871]: 5 is sleeping
[872]: 1 is thinking
[872]: 1 is sleeping
[872]: 2 is thinking
[872]: 2 is sleeping
[872]: 3 is thinking
[872]: 3 is sleeping
[872]: 4 is thinking
[872]: 4 is sleeping
[873]: 5 is thinking
[873]: 5 is sleeping
[873]: 1 is thinking
[873]: 1 is sleeping
[873]: 2 is thinking
[873]: 2 is sleeping
[873]: 3 is thinking
[873]: 3 is sleeping
[874]: 4 is thinking
[874]: 4 is sleeping
[874]: 5 is thinking
[874]: 5 is sleeping
[874]: 1 is thinking
[874]: 1 is sleeping
[875]: 2 is thinking
[875]: 2 is sleeping
[875]: 3 is thinking
[875]: 3 is sleeping
[875]: 4 is thinking
[875]: 4 is sleeping
[875]: 5 is thinking
[875]: 5 is sleeping
[876]: 1 is thinking
[876]: 1 is sleeping
[876]: 2 is thinking
[876]: 2 is sleeping
[876]: 3 is thinking
[876]: 3 is sleeping
[876]: 4 is thinking
[876]: 4 is sleeping
[877]: 5 is thinking
[877]: 5 is sleeping
[877]: 1 is thinking
[877]: 1 is sleeping
[877]: 2 is thinking
[877]: 2 is sleeping
[877]: 3 is thinking
[877]: 3 is sleeping
[878]: 4 is thinking
[878]: 4 is sleeping
[878]: 5 is thinking
[878]: 5 is sleeping
[878]: 1 is thinking
[878]: 1 is sleeping
[878]: 2 is thinking
[878]: 2 is sleeping
[879]: 3 is thinking
[879]: 3 is sleeping
[879]: 4 is thinking
[879]: 4 is sleeping
[879]: 5 is thinking
[879]: 5 is sleeping
[879]: 1 is thinking
[879]: 1 is sleeping
[880]: 2 is thinking
[880]: 2 is sleeping
[880]: 3 is thinking
[880]: 3 is sleeping
[880]: 4 is thinking
[880]: 4 is sleeping
[880]: 5 is thinking
[880]: 5 is sleeping
[881]: 1 is thinking
[881]: 1 is sleeping
[881]: 2 is thinking
[881]: 2 is sleeping
[881]: 3 is thinking
[881]: 3 is sleeping
[881]: 4 is thinking
[881]: 4 is sleeping
[882]: 5 is thinking
[882]: 5 is sleeping
[882]: 5 is thinking
[882]: 5 is sleeping
[882]: 2 is thinking
[882]: 2 is sleeping
[882]: 3 is thinking
[882]: 3 is sleeping
[883]: 4 is thinking
[883]: 4 is sleeping
[883]: 1 is thinking
[883]: 1 is sleeping
[883]: 5 is thinking
[883]: 5 is sleeping
[883]: 2 is thinking
[883]: 2 is sleeping
[884]: 3 is thinking
[884]: 3 is sleeping
[884]: 4 is thinking
[884]: 4 is sleeping
[884]: 1 is thinking
[884]: 1 is sleeping
[884]: 5 is thinking
[884]: 5 is sleeping
[885]: 2 is thinking
[885]: 2 is sleeping
[885]: 3 is thinking
[885]: 3 is sleeping
[885]: 4 is thinking
[885]: 4 is sleeping
[886]: 1 is thinking
[886]: 1 is sleeping
[886]: 5 is thinking
[886]: 5 is sleeping
[886]: 2 is thinking
[886]: 2 is sleeping
[886]: 3 is thinking
[886]: 3 is sleeping
[887]: 4 is thinking
[887]: 4 is sleeping
[887]: 1 is thinking
[887]: 1 is sleeping
[887]: 5 is thinking
[887]: 5 is sleeping
[887]: 2 is thinking
[887]: 2 is sleeping
[888]: 2 is thinking
[888]: 2 is sleeping
[888]: 4 is thinking
[888]: 4 is sleeping
[888]: 1 is thinking
[888]: 1 is sleeping
[888]: 5 is thinking
[888]: 5 is sleeping
[889]: 5 is thinking
[889]: 5 is sleeping
[889]: 2 is thinking
[889]: 2 is sleeping
[889]: 4 is thinking
[889]: 4 is sleeping
[889]: 1 is thinking
[889]: 1 is sleeping
[890]: 3 is thinking
[890]: 3 is sleeping
[890]: 5 is thinking
[890]: 5 is sleeping
[890]: 2 is thinking
[890]: 2 is sleeping
[890]: 4 is thinking
[890]: 4 is sleeping
[891]: 1 is thinking
[891]: 1 is sleeping
[891]: 3 is thinking
[891]: 3 is sleeping
[891]: 5 is thinking
[891]: 5 is sleeping
[892]: 2 is thinking
[892]: 2 is sleeping
[892]: 4 is thinking
[892]: 4 is sleeping
[892]: 1 is thinking
[892]: 1 is sleeping
[892]: 3 is thinking
[892]: 3 is sleeping
[893]: 5 is thinking
[893]: 5 is sleeping
[893]: 2 is thinking
[893]: 2 is sleeping
[893]: 4 is thinking
[893]: 4 is sleeping
[893]: 1 is thinking
[893]: 1 is sleeping
[894]: 3 is thinking
[894]: 3 is sleeping
[894]: 5 is thinking
[894]: 5 is sleeping
[894]: 2 is thinking
[894]: 2 is sleeping
[894]: 4 is thinking
[894]: 4 is sleeping
[895]: 1 is thinking
[895]: 1 is sleeping
[895]: 3 is thinking
[895]: 3 is sleeping
[895]: 5 is thinking
[895]: 5 is sleeping
[895]: 2 is thinking
[895]: 2 is sleeping
[896]: 4 is thinking
[896]: 4 is sleeping
[896]: 1 is thinking
[896]: 1 is sleeping
[896]: 3 is thinking
[896]: 3 is sleeping
[896]: 5 is thinking
[896]: 5 is sleeping
[897]: 2 is thinking
[897]: 2 is sleeping
[897]: 4 is thinking
[897]: 4 is sleeping
[897]: 1 is thinking
[897]: 1 is sleeping
[897]: 3 is thinking
[897]: 3 is sleeping
[898]: 5 is thinking
[898]: 5 is sleeping
[898]: 2 is thinking
[898]: 2 is sleeping
[898]: 4 is thinking
[898]: 4 is sleeping
[898]: 1 is thinking
[898]: 1 is sleeping
[899]: 3 is thinking
[899]: 3 is sleeping
[899]: 5 is thinking
[899]: 5 is sleeping
[899]: 2 is thinking
[899]: 2 is sleeping
[899]: 4 is thinking
[899]: 4 is sleeping
[900]: 1 is thinking
[900]: 1 is sleeping
[900]: 3 is thinking
[900]: 3 is sleeping
[900]: 5 is thinking
[900]: 5 is sleeping
[900]: 2 is thinking
[900]: 2 is sleeping
[901]: 4 is thinking
[901]: 4 is sleeping
[901]: 1 is thinking
[901]: 1 is sleeping
[901]: 3 is thinking
[901]: 3 is sleeping
[902]: 5 is thinking
[902]: 5 is sleeping
[902]: 2 is thinking
[902]: 2 is sleeping
[902]: 4 is thinking
[902]: 4 is sleeping
[902]: 1 is thinking
[902]: 1 is sleeping
[903]: 3 is thinking
[903]: 3 is sleeping
[903]: 5 is thinking
[903]: 5 is sleeping
[903]: 2 is thinking
[903]: 2 is sleeping
[903]: 4 is thinking
[903]: 4 is sleeping
[904]: 1 is thinking
[904]: 1 is sleeping
[904]: 3 is thinking
[904]: 3 is sleeping
[904]: 5 is thinking
[904]: 5 is sleeping
[904]: 2 is thinking
[904]: 2 is sleeping
[905]: 4 is thinking
[905]: 4 is sleeping
[905]: 1 is thinking
[905]: 1 is sleeping
[905]: 3 is thinking
[905]: 3 is sleeping
[905]: 5 is thinking
[905]: 5 is sleeping
[906]: 2 is thinking
[906]: 2 is sleeping
[906]: 4 is thinking
[906]: 4 is sleeping
[906]: 1 is thinking
[906]: 1 is sleeping
[906]: 3 is thinking
[906]: 3 is sleeping
[907]: 5 is thinking
[907]: 5 is sleeping
[907]: 2 is thinking
[907]: 2 is sleeping
[907]: 4 is thinking
[907]: 4 is sleeping
[907]: 1 is thinking
[907]: 1 is sleeping
[908]: 3 is thinking
[908]: 3 is sleeping
[908]: 5 is thinking
[908]: 5 is sleeping
[908]: 2 is thinking
[908]: 2 is sleeping
[908]: 4 is thinking
[908]: 4 is sleeping
[909]: 1 is thinking
[909]: 1 is sleeping
[909]: 3 is thinking
[909]: 3 is sleeping
[909]: 5 is thinking
[909]: 5 is sleeping
[909]: 2 is thinking
[909]: 2 is sleeping
[910]: 4 is thinking
[910]: 4 is sleeping
[910]: 1 is thinking
[910]: 1 is sleeping
[910]: 3 is thinking
[910]: 3 is sleeping
[911]: 5 is thinking
[911]: 5 is sleeping
[911]: 2 is thinking
[911]: 2 is sleeping
[911]: 4 is thinking
[911]: 4 is sleeping
[911]: 1 is thinking
[911]: 1 is sleeping
[912]: 3 is thinking
[912]: 3 is sleeping
[912]: 5 is thinking
[912]: 5 is sleeping
[912]: 2 is thinking
[912]: 2 is sleeping
[912]: 4 is thinking
[912]: 4 is sleeping
[913]: 1 is thinking
[913]: 1 is sleeping
[913]: 3 is thinking
[913]: 3 is sleeping
[913]: 5 is thinking
[913]: 5 is sleeping
[913]: 2 is thinking
[913]: 2 is sleeping
[914]: 4 is thinking
[914]: 4 is sleeping
[914]: 1 is thinking
[914]: 1 is sleeping
[914]: 3 is thinking
[914]: 3 is sleeping
[914]: 5 is thinking
[914]: 5 is sleeping
[915]: 2 is thinking
[915]: 2 is sleeping
[915]: 4 is thinking
[915]: 4 is sleeping
[915]: 1 is thinking
[915]: 1 is sleeping
[915]: 3 is thinking
[915]: 3 is sleeping
[916]: 5 is thinking
[916]: 5 is sleeping
[916]: 2 is thinking
[916]: 2 is sleeping
[916]: 4 is thinking
[916]: 4 is sleeping
[916]: 1 is thinking
[916]: 1 is sleeping
[917]: 3 is thinking
[917]: 3 is sleeping
[917]: 5 is thinking
[917]: 5 is sleeping
[917]: 2 is thinking
[917]: 2 is sleeping
[917]: 4 is thinking
[917]: 4 is sleeping
[918]: 1 is thinking
[918]: 1 is sleeping
[918]: 3 is thinking
[918]: 3 is sleeping
[918]: 5 is thinking
[918]: 5 is sleeping
[918]: 2 is thinking
[918]: 2 is sleeping
[919]: 4 is thinking
[919]: 4 is sleeping
[919]: 1 is thinking
[919]: 1 is sleeping
[919]: 3 is thinking
[919]: 3 is sleeping
[919]: 5 is thinking
[919]: 5 is sleeping
[920]: 2 is thinking
[920]: 2 is sleeping
[920]: 4 is thinking
[920]: 4 is sleeping
[920]: 1 is thinking
[920]: 1 is sleeping
[921]: 3 is thinking
[921]: 3 is sleeping
[921]: 5 is thinking
[921]: 5 is sleeping
[921]: 2 is thinking
[921]: 2 is sleeping
[921]: 4 is thinking
[921]: 4 is sleeping
[922]: 1 is thinking
[922]: 1 is sleeping
[922]: 3 is thinking
[922]: 3 is sleeping
[922]: 5 is thinking
[922]: 5 is sleeping
[922]: 2 is thinking
[922]: 2 is sleeping
[923]: 4 is thinking
[923]: 4 is sleeping
[923]: 1 is thinking
[923]: 1 is sleeping
[923]: 3 is thinking
[923]: 3 is sleeping
[923]: 5 is thinking
[923]: 5 is sleeping
[924]: 2 is thinking
[924]: 2 is sleeping
[924]: 4 is thinking
[924]: 4 is sleeping
[924]: 1 is thinking
[924]: 1 is sleeping
[924]: 3 is thinking
[924]: 3 is sleeping
[925]: 5 is thinking
[925]: 5 is sleeping
[925]: 2 is thinking
[925]: 2 is sleeping
[925]: 4 is thinking
[925]: 4 is sleeping
[925]: 1 is thinking
[925]: 1 is sleeping
[926]: 3 is thinking
[926]: 3 is sleeping
[926]: 5 is thinking
[926]: 5 is sleeping
[926]: 2 is thinking
[926]: 2 is sleeping
[926]: 4 is thinking
[926]: 4 is sleeping
[927]: 1 is thinking
[927]: 1 is sleeping
[927]: 3 is thinking
[927]: 3 is sleeping
[927]: 5 is thinking
[927]: 5 is sleeping
[927]: 2 is thinking
[927]: 2 is sleeping
[928]: 4 is thinking
[928]: 4 is sleeping
[928]: 1 is thinking
[928]: 1 is sleeping
[928]: 3 is thinking
[928]: 3 is sleeping
[928]: 5 is thinking
[928]: 5 is sleeping
[929]: 2 is thinking
[929]: 2 is sleeping
[929]: 4 is thinking
[929]: 4 is sleeping
[929]: 1 is thinking
[929]: 1 is sleeping
[929]: 3 is thinking
[929]: 3 is sleeping
[930]: 5 is thinking
[930]: 5 is sleeping
[930]: 2 is thinking
[930]: 2 is sleeping
[930]: 4 is thinking
[930]: 4 is sleeping
[931]: 1 is thinking
[931]: 1 is sleeping
[931]: 3 is thinking
[931]: 3 is sleeping
[931]: 5 is thinking
[931]: 5 is sleeping
[931]: 2 is thinking
[931]: 2 is sleeping
[932]: 4 is thinking
[932]: 4 is sleeping
[932]: 1 is thinking
[932]: 1 is sleeping
[932]: 3 is thinking
[932]: 3 is sleeping
[932]: 5 is thinking
[932]: 5 is sleeping
[933]: 2 is thinking
[933]: 2 is sleeping
[933]: 4 is thinking
[933]: 4 is sleeping
[933]: 1 is thinking
[933]: 1 is sleeping
[933]: 3 is thinking
[933]: 3 is sleeping
[934]: 5 is thinking
[934]: 5 is sleeping
[934]: 2 is thinking
[934]: 2 is sleeping
[934]: 4 is thinking
[934]: 4 is sleeping
[934]: 1 is thinking
[934]: 1 is sleeping
[935]: 3 is thinking
[935]: 3 is sleeping
[935]: 5 is thinking
[935]: 5 is sleeping
[935]: 2 is thinking
[935]: 2 is sleeping
[935]: 4 is thinking
[935]: 4 is sleeping
[936]: 1 is thinking
[936]: 1 is sleeping
[936]: 3 is thinking
[936]: 3 is sleeping
[936]: 5 is thinking
[936]: 5 is sleeping
[936]: 2 is thinking
[936]: 2 is sleeping
[937]: 4 is thinking
[937]: 4 is sleeping
[937]: 1 is thinking
[937]: 1 is sleeping
[937]: 3 is thinking
[937]: 3 is sleeping
[937]: 5 is thinking
[937]: 5 is sleeping
[938]: 2 is thinking
[938]: 2 is sleeping
[938]: 4 is thinking
[938]: 4 is sleeping
[938]: 1 is thinking
[938]: 1 is sleeping
[938]: 3 is thinking
[938]: 3 is sleeping
[939]: 5 is thinking
[939]: 5 is sleeping
[939]: 2 is thinking
[939]: 2 is sleeping
[939]: 4 is thinking
[939]: 4 is sleeping
[939]: 1 is thinking
[939]: 1 is sleeping
[940]: 3 is thinking
[940]: 3 is sleeping
[940]: 5 is thinking
[940]: 5 is sleeping
[940]: 2 is thinking
[940]: 2 is sleeping
[940]: 4 is thinking
[940]: 4 is sleeping
[941]: 1 is thinking
[941]: 1 is sleeping
[941]: 3 is thinking
[941]: 3 is sleeping
[941]: 5 is thinking
[941]: 5 is sleeping
[942]: 2 is thinking
[942]: 2 is sleeping
[942]: 4 is thinking
[942]: 4 is sleeping
[942]: 1 is thinking
[942]: 1 is sleeping
[942]: 3 is thinking
[942]: 3 is sleeping
[943]: 5 is thinking
[943]: 5 is sleeping
[943]: 2 is thinking
[943]: 2 is sleeping
[943]: 4 is thinking
[943]: 4 is sleeping
[943]: 1 is thinking
[943]: 1 is sleeping
[944]: 3 is thinking
[944]: 3 is sleeping
[944]: 5 is thinking
[944]: 5 is sleeping
[944]: 2 is thinking
[944]: 2 is sleeping
[944]: 4 is thinking
[944]: 4 is sleeping
[945]: 1 is thinking
[945]: 1 is sleeping
[945]: 3 is thinking
[945]: 3 is sleeping
[945]: 5 is thinking
[945]: 5 is sleeping
[945]: 2 is thinking
[945]: 2 is sleeping
[946]: 4 is thinking
[946]: 4 is sleeping
[946]: 1 is thinking
[946]: 1 is sleeping
[946]: 3 is thinking
[946]: 3 is sleeping
[946]: 5 is thinking
[946]: 5 is sleeping
[947]: 2 is thinking
[947]: 2 is sleeping
[947]: 4 is thinking
[947]: 4 is sleeping
[947]: 1 is thinking
[947]: 1 is sleeping
[947]: 3 is thinking
[947]: 3 is sleeping
[948]: 5 is thinking
[948]: 5 is sleeping
[948]: 2 is thinking
[948]: 2 is sleeping
[948]: 4 is thinking
[948]: 4 is sleeping
[948]: 1 is thinking
[948]: 1 is sleeping
[949]: 3 is thinking
[949]: 3 is sleeping
[949]: 5 is thinking
[949]: 5 is sleeping
[949]: 2 is thinking
[949]: 2 is sleeping
[949]: 4 is thinking
[949]: 4 is sleeping
[950]: 1 is thinking
[950]: 1 is sleeping
[950]: 3 is thinking
[950]: 3 is sleeping
[950]: 5 is thinking
[950]: 5 is sleeping
[950]: 2 is thinking
[950]: 2 is sleeping
[951]: 4 is thinking
[951]: 4 is sleeping
[951]: 1 is thinking
[951]: 1 is sleeping
[951]: 3 is thinking
[951]: 3 is sleeping
[952]: 5 is thinking
[952]: 5 is sleeping
[952]: 2 is thinking
[952]: 2 is sleeping
[952]: 4 is thinking
[952]: 4 is sleeping
[952]: 1 is thinking
[952]: 1 is sleeping
[953]: 3 is thinking
[953]: 3 is sleeping
[953]: 5 is thinking
[953]: 5 is sleeping
[953]: 2 is thinking
[953]: 2 is sleeping
[953]: 4 is thinking
[953]: 4 is sleeping
[954]: 1 is thinking
[954]: 1 is sleeping
[954]: 3 is thinking
[954]: 3 is sleeping
[954]: 5 is thinking
[954]: 5 is sleeping
[954]: 2 is thinking
[954]: 2 is sleeping
[955]: 4 is thinking
[955]: 4 is sleeping
[955]: 1 is thinking
[955]: 1 is sleeping
[955]: 3 is thinking
[955]: 3 is sleeping
[955]: 5 is thinking
[955]: 5 is sleeping
[956]: 2 is thinking
[956]: 2 is sleeping
[956]: 4 is thinking
[956]: 4 is sleeping
[956]: 1 is thinking
[956]: 1 is sleeping
[956]: 3 is thinking
[956]: 3 is sleeping
[957]: 5 is thinking
[957]: 5 is sleeping
[957]: 2 is thinking
[957]: 2 is sleeping
[957]: 4 is thinking
[957]: 4 is sleeping
[957]: 1 is thinking
[957]: 1 is sleeping
[958]: 3 is thinking
[958]: 3 is sleeping
[958]: 5 is thinking
[958]: 5 is sleeping
[958]: 2 is thinking
[958]: 2 is sleeping
[958]: 4 is thinking
[958]: 4 is sleeping
[959]: 1 is thinking
[959]: 1 is sleeping
[959]: 3 is thinking
[959]: 3 is sleeping
[959]: 5 is thinking
[959]: 5 is sleeping
[959]: 2 is thinking
[959]: 2 is sleeping
[960]: 4 is thinking
[960]: 4 is sleeping
[960]: 1 is thinking
[960]: 1 is sleeping
[960]: 3 is thinking
[960]: 3 is sleeping
[960]: 5 is thinking
[960]: 5 is sleeping
[961]: 2 is thinking
[961]: 2 is sleeping
[961]: 4 is thinking
[961]: 4 is sleeping
[961]: 1 is thinking
[961]: 1 is sleeping
[962]: 3 is thinking
[962]: 3 is sleeping
[962]: 5 is thinking
[962]: 5 is sleeping
[962]: 2 is thinking
[962]: 2 is sleeping
[962]: 4 is thinking
[962]: 4 is sleeping
[963]: 1 is thinking
[963]: 1 is sleeping
[963]: 3 is thinking
[963]: 3 is sleeping
[963]: 5 is thinking
[963]: 5 is sleeping
[963]: 2 is thinking
[963]: 2 is sleeping
[964]: 4 is thinking
[964]: 4 is sleeping
[964]: 1 is thinking
[964]: 1 is sleeping
[964]: 3 is thinking
[964]: 3 is sleeping
[964]: 5 is thinking
[964]: 5 is sleeping
[965]: 2 is thinking
[965]: 2 is sleeping
[965]: 4 is thinking
[965]: 4 is sleeping
[965]: 1 is thinking
[965]: 1 is sleeping
[965]: 3 is thinking
[965]: 3 is sleeping
[966]: 5 is thinking
[966]: 5 is sleeping
[966]: 2 is thinking
[966]: 2 is sleeping
[966]: 4 is thinking
[966]: 4 is sleeping
[966]: 1 is thinking
[966]: 1 is sleeping
[967]: 3 is thinking
[967]: 3 is sleeping
[967]: 5 is thinking
[967]: 5 is sleeping
[967]: 2 is thinking
[967]: 2 is sleeping
[967]: 4 is thinking
[967]: 4 is sleeping
[968]: 1 is thinking
[968]: 1 is sleeping
[968]: 3 is thinking
[968]: 3 is sleeping
[968]: 5 is thinking
[968]: 5 is sleeping
[968]: 2 is thinking
[968]: 2 is sleeping
[969]: 4 is thinking
[969]: 4 is sleeping
[969]: 1 is thinking
[969]: 1 is sleeping
[969]: 3 is thinking
[969]: 3 is sleeping
[969]: 5 is thinking
[969]: 5 is sleeping
[970]: 2 is thinking
[970]: 2 is sleeping
[970]: 4 is thinking
[970]: 4 is sleeping
[970]: 1 is thinking
[970]: 1 is sleeping
[971]: 3 is thinking
[971]: 3 is sleeping
[971]: 5 is thinking
[971]: 5 is sleeping
[971]: 2 is thinking
[971]: 2 is sleeping
[971]: 4 is thinking
[971]: 4 is sleeping
[972]: 1 is thinking
[972]: 1 is sleeping
[972]: 3 is thinking
[972]: 3 is sleeping
[972]: 5 is thinking
[972]: 5 is sleeping
[972]: 2 is thinking
[972]: 2 is sleeping
[973]: 4 is thinking
[973]: 4 is sleeping
[973]: 1 is thinking
[973]: 1 is sleeping
[973]: 3 is thinking
[973]: 3 is sleeping
[973]: 5 is thinking
[973]: 5 is sleeping
[974]: 2 is thinking
[974]: 2 is sleeping
[974]: 4 is thinking
[974]: 4 is sleeping
[974]: 1 is thinking
[974]: 1 is sleeping
[974]: 3 is thinking
[974]: 3 is sleeping
[975]: 5 is thinking
[975]: 5 is sleeping
[975]: 2 is thinking
[975]: 2 is sleeping
[975]: 4 is thinking
[975]: 4 is sleeping
[975]: 1 is thinking
[975]: 1 is sleeping
[976]: 3 is thinking
[976]: 3 is sleeping
[976]: 5 is thinking
[976]: 5 is sleeping
[976]: 2 is thinking
[976]: 2 is sleeping
[976]: 4 is thinking
[976]: 4 is sleeping
[977]: 1 is thinking
[977]: 1 is sleeping
[977]: 3 is thinking
[977]: 3 is sleeping
[977]: 5 is thinking
[977]: 5 is sleeping
[977]: 2 is thinking
[977]: 2 is sleeping
[978]: 4 is thinking
[978]: 4 is sleeping
[978]: 1 is thinking
[978]: 1 is sleeping
[978]: 3 is thinking
[978]: 3 is sleeping
[978]: 5 is thinking
[978]: 5 is sleeping
[979]: 2 is thinking
[979]: 2 is sleeping
[979]: 4 is thinking
[979]: 4 is sleeping
[979]: 1 is thinking
[979]: 1 is sleeping
[979]: 3 is thinking
[979]: 3 is sleeping
[980]: 5 is thinking
[980]: 5 is sleeping
[980]: 2 is thinking
[980]: 2 is sleeping
[980]: 4 is thinking
[980]: 4 is sleeping
[980]: 1 is thinking
[980]: 1 is sleeping
[981]: 3 is thinking
[981]: 3 is sleeping
[981]: 5 is thinking
[981]: 5 is sleeping
[981]: 2 is thinking
[981]: 2 is sleeping
[982]: 4 is thinking
[982]: 4 is sleeping
[982]: 1 is thinking
[982]: 1 is sleeping
[982]: 3 is thinking
[982]: 3 is sleeping
[982]: 5 is thinking
[982]: 5 is sleeping
[983]: 2 is thinking
[983]: 2 is sleeping
[983]: 4 is thinking
[983]: 4 is sleeping
[983]: 1 is thinking
[983]: 1 is sleeping
[983]: 3 is thinking
[983]: 3 is sleeping
[984]: 5 is thinking
[984]: 5 is sleeping
[984]: 2 is thinking
[984]: 2 is sleeping
[984]: 4 is thinking
[984]: 4 is sleeping
[984]: 1 is thinking
[984]: 1 is sleeping
[985]: 3 is thinking
[985]: 3 is sleeping
[985]: 5 is thinking
[985]: 5 is sleeping
[985]: 2 is thinking
[985]: 2 is sleeping
[985]: 4 is thinking
[985]: 4 is sleeping
[986]: 1 is thinking
[986]: 1 is sleeping
[986]: 3 is thinking
[986]: 3 is sleeping
[986]: 5 is thinking
[986]: 5 is sleeping
[986]: 2 is thinking
[986]: 2 is sleeping
[987]: 4 is thinking
[987]: 4 is sleeping
[987]: 1 is thinking
[987]: 1 is sleeping
[987]: 3 is thinking
[987]: 3 is sleeping
[987]: 5 is thinking
[987]: 5 is sleeping
[988]: 2 is thinking
[988]: 2 is sleeping
[988]: 4 is thinking
[988]: 4 is sleeping
[988]: 1 is thinking
[988]: 1 is sleeping
[988]: 3 is thinking
[988]: 3 is sleeping
[989]: 5 is thinking
[989]: 5 is sleeping
[989]: 2 is thinking
[989]: 2 is sleeping
[989]: 4 is thinking
[989]: 4 is sleeping
[989]: 1 is thinking
[989]: 1 is sleeping
[990]: 3 is thinking
[990]: 3 is sleeping
[990]: 5 is thinking
[990]: 5 is sleeping
[990]: 2 is thinking
[990]: 2 is sleeping
[990]: 4 is thinking
[990]: 4 is sleeping
[991]: 1 is thinking
[991]: 1 is sleeping
[991]: 3 is thinking
[991]: 3 is sleeping
[991]: 5 is thinking
[991]: 5 is sleeping
[991]: 2 is thinking
[991]: 2 is sleeping
[992]: 4 is thinking
[992]: 4 is sleeping
[992]: 1 is thinking
[992]: 1 is sleeping
[992]: 3 is thinking
[992]: 3 is sleeping
[993]: 5 is thinking
[993]: 5 is sleeping
[993]: 2 is thinking
[993]: 2 is sleeping
[993]: 4 is thinking
[993]: 4 is sleeping
[993]: 1 is thinking
[993]: 1 is sleeping
[994]: 3 is thinking
[994]: 3 is sleeping
[994]: 5 is thinking
[994]: 5 is sleeping
[994]: 2 is thinking
[994]: 2 is sleeping
[994]: 4 is thinking
[994]: 4 is sleeping
[995]: 1 is thinking
[995]: 1 is sleeping
[995]: 3 is thinking
[995]: 3 is sleeping
[995]: 5 is thinking
[995]: 5 is sleeping
[995]: 2 is thinking
[995]: 2 is sleeping
[996]: 4 is thinking
[996]: 4 is sleeping
[996]: 1 is thinking
[996]: 1 is sleeping
[996]: 3 is thinking
[996]: 3 is sleeping
[996]: 5 is thinking
[996]: 5 is sleeping
[997]: 2 is thinking
[997]: 2 is sleeping
[997]: 4 is thinking
[997]: 4 is sleeping
[997]: 1 is thinking
[997]: 1 is sleeping
[997]: 3 is thinking
[997]: 3 is sleeping
[998]: 5 is thinking
[998]: 5 is sleeping
[998]: 2 is thinking
[998]: 2 is sleeping
[998]: 4 is thinking
[998]: 4 is sleeping
[998]: 1 is thinking
[998]: 1 is sleeping
[999]: 3 is thinking
[999]: 3 is sleeping
[999]: 5 is thinking
[999]: 5 is sleeping
[999]: 2 is thinking
[999]: 2 is sleeping
[999]: 4 is thinking
[999]: 4 is sleeping
[1000]: 1 is thinking
[1000]: 1 is sleeping
[1000]: 3 is thinking
[1000]: 3 is sleeping
[1000]: 5 is thinking
[1000]: 5 is sleeping
[1000]: 2 is thinking
[1000]: 2 is sleeping
[1001]: 4 is thinking
[1001]: 4 is sleeping
[1001]: 1 is thinking
[1001]: 1 is sleeping
[1001]: 3 is thinking
[1001]: 3 is sleeping
[1001]: 5 is thinking
[1002]: 5 is sleeping
[1002]: 2 is thinking
[1002]: 2 is sleeping
[1002]: 4 is thinking
[1002]: 4 is sleeping
[1002]: 1 is thinking
[1002]: 1 is sleeping
[1003]: 3 is thinking
[1003]: 3 is sleeping
[1003]: 5 is thinking
[1003]: 5 is sleeping
[1003]: 2 is thinking
[1003]: 2 is sleeping
[1003]: 4 is thinking
[1003]: 4 is sleeping
[1004]: 1 is thinking
[1004]: 1 is sleeping
[1004]: 3 is thinking
[1004]: 3 is sleeping
[1004]: 5 is thinking
[1004]: 5 is sleeping
[1004]: 2 is thinking
[1004]: 2 is sleeping
[1005]: 4 is thinking
[1005]: 4 is sleeping
[1005]: 1 is thinking
